27896,594.0,18753
20479,381.0,15584
19412,231.0,13377
27910,602.0,13266
20418,361.0,10645
27907,600.0,10288
27892,590.0,9494
20429,369.0,9434
27363,535.0,9254
19652,272.0,9239
19962,310.0,8796
27931,615.0,8423
28740,691.0,8375
20435,372.0,8066
20260,335.0,7458
24056,392.0,6648
27895,593.0,6454
20460,378.0,6036
24195,394.0,6018
20427,367.0,5897
27057,507.0,5880
28605,668.0,5813
7254,110.0,5570
20425,365.0,5547
27366,537.0,5405
30668,716.0,5325
27576,542.0,4997
27219,513.0,4799
24196,395.0,4588
30617,708.0,4505
27899,597.0,3827
30650,714.0,3786
26738,462.0,3703
20277,350.0,3666
7456,193.0,3460
27894,592.0,3442
27917,605.0,3419
20266,341.0,3415
24017,388.0,3298
27921,608.0,3227
20290,355.0,3151
20256,331.0,3018
20265,340.0,2858
27932,616.0,2594
20431,371.0,2579
24205,400.0,2244
28702,685.0,2098
27663,570.0,2095
20258,333.0,2008
26843,484.0,1921
30633,710.0,1870
30643,712.0,1846
27926,611.0,1805
23957,385.0,1786
20281,354.0,1751
27226,520.0,1612
27909,601.0,1135
28696,679.0,1090
27662,569.0,1066
19967,313.0,1053
7445,182.0,1047
20415,359.0,992
28692,675.0,987
28624,669.0,961
27234,528.0,893
20420,362.0,868
30762,724.0,784
20424,364.0,776
20261,336.0,742
27703,575.0,741
29194,704.0,655
24216,403.0,624
27933,617.0,619
28690,673.0,600
24198,396.0,516
27884,584.0,444
30726,719.0,441
20230,326.0,430
30863,726.0,422
20437,373.0,411
28693,676.0,379
24046,391.0,375
24212,402.0,360
23977,386.0,347
20274,347.0,209
20276,349.0,206
30885,728.0,194
30635,711.0,186
26930,488.0,159
27898,596.0,157
6820,62.0,149
7447,184.0,139
7362,148.0,132
19676,275.0,122
20255,330.0,101
27053,503.0,100
27650,560.0,65
28383,652.0,34
23950,384.0,31
27930,614.0,30
30652,715.0,24
24194,393.0,24
20417,360.0,23
20259,334.0,18
26712,459.0,17
23031,382.0,16
26588,449.0,14
7421,173.0,11
30902,729.0,9
7462,199.0,9
25978,422.0,9
24199,397.0,9
19411,230.0,9
30751,720.0,9
30868,727.0,8
19519,257.0,8
7255,111.0,6
28529,663.0,6
24201,398.0,2
20411,357.0,2
30701,717.0,2
28697,680.0,1
19914,306.0,1
26779,479.0,1
27374,540.0,1
19900,293.0,1
