5728,1,2051
5750,1,2052
5761,1,2053
5785,1,2054
5799,1,2055
5805,1,2056
5815,1,2057
5816,1,2058
5819,1,2059
5829,1,2060
5830,1,2061
5833,1,2062
5841,1,2063
5846,1,2064
5850,1,2065
5853,1,2066
5854,1,2067
5855,1,2068
5856,1,2069
5858,1,2070
5875,1,2071
5877,1,2072
5878,1,2073
5890,1,2074
5891,1,2075
5892,1,2076
5894,1,2077
5924,1,2078
5952,1,2079
5954,1,2080
5956,1,2081
5958,1,2082
5959,1,2083
5960,1,2084
5961,1,2085
5963,1,2086
6024,1,2087
6035,1,2088
6036,1,2089
6051,1,2090
6062,1,2091
6070,1,2092
6074,1,2093
6101,1,2094
6103,1,2095
6104,1,2096
6109,1,2097
6117,1,2098
6118,1,2099
6119,1,2100
6121,1,2101
6146,1,2102
6154,1,2103
6155,1,2104
6166,1,2105
6168,1,2106
6181,1,2107
6211,1,2108
6213,1,2109
6245,1,2110
6287,1,2111
6288,1,2112
6292,1,2113
6293,1,2114
6294,1,2115
6295,1,2116
6300,1,2117
6303,1,2118
6306,1,2119
6309,1,2120
6313,1,2121
6319,1,2122
6321,1,2123
6329,1,2124
6340,1,2125
6342,1,2126
6344,1,2127
6403,1,2128
6410,1,2129
6411,1,2130
6414,1,2131
6475,1,2132
6488,1,2133
6492,1,2134
6493,1,2135
6497,1,2136
6498,1,2137
6500,1,2138
6502,1,2139
6503,1,2140
6505,1,2141
6507,1,2142
6508,1,2143
6510,1,2144
6512,1,2145
6517,1,2146
6519,1,2147
6524,1,2148
6528,1,2149
6530,1,2150
6534,1,2151
6568,1,2152
6590,1,2153
6925,1,2256
6927,1,2257
6928,1,2258
6929,1,2259
6931,1,2260
6932,1,2261
6933,1,2262
6934,1,2263
6935,1,2264
6936,1,2265
6944,1,2266
6945,1,2267
6946,1,2268
6949,1,2269
6951,1,2270
6953,1,2271
6954,1,2272
6955,1,2273
6957,1,2274
6958,1,2275
6967,1,2276
6969,1,2277
6970,1,2278
6971,1,2279
6973,1,2280
6974,1,2281
6977,1,2282
6978,1,2283
6979,1,2284
6980,1,2285
6981,1,2286
6999,1,2287
7006,1,2288
7011,1,2289
7021,1,2290
7022,1,2291
7023,1,2292
7026,1,2293
7028,1,2294
7040,1,2295
7041,1,2296
7042,1,2297
7043,1,2298
7044,1,2299
7045,1,2300
7046,1,2301
7047,1,2302
7056,1,2303
7057,1,2304
7058,1,2305
7061,1,2306
7062,1,2307
7069,1,2308
7070,1,2309
7071,1,2310
7073,1,2311
7075,1,2312
7077,1,2313
7078,1,2314
7079,1,2315
7080,1,2316
7081,1,2317
7082,1,2318
7083,1,2319
7084,1,2320
7086,1,2321
7087,1,2322
7091,1,2323
7092,1,2324
7109,1,2325
7114,1,2326
7116,1,2327
7118,1,2328
7120,1,2329
7123,1,2330
7126,1,2331
7127,1,2332
7128,1,2333
7129,1,2334
7133,1,2335
7134,1,2336
7135,1,2337
7136,1,2338
7138,1,2339
7139,1,2340
7140,1,2341
7141,1,2342
7142,1,2343
7143,1,2344
7144,1,2345
7145,1,2346
7146,1,2347
7147,1,2348
7148,1,2349
7149,1,2350
7150,1,2351
7151,1,2352
7152,1,2353
7153,1,2354
7154,1,2355
7155,1,2356
7156,1,2357
7173,1,2358
7175,1,2359
7176,1,2360
7177,1,2361
7183,1,2362
7184,1,2363
7185,1,2364
7187,1,2365
7188,1,2366
7202,1,2367
7204,1,2368
7206,1,2369
7207,1,2370
7216,1,2371
7217,1,2372
7219,1,2373
7221,1,2374
7223,1,2375
7226,1,2376
7227,1,2377
7228,1,2378
7229,1,2379
7230,1,2380
7231,1,2381
7232,1,2382
15760,1,7445
15782,1,7467
15789,1,7474
15796,1,7481
15802,1,7487
15836,1,7521
15837,1,7522
15838,1,7523
15840,1,7525
15841,1,7526
15842,1,7527
15843,1,7528
15855,1,7540
15856,1,7541
15857,1,7542
15858,1,7543
15859,1,7544
15860,1,7545
15861,1,7546
15874,1,7559
15875,1,7560
15876,1,7561
15877,1,7562
15878,1,7563
15879,1,7564
15880,1,7565
15881,1,7566
15930,1,7615
15939,1,7624
15940,1,7625
15941,1,7626
15942,1,7627
15943,1,7628
15964,1,7649
15996,1,7681
16025,1,7710
16027,1,7712
16069,1,7754
16070,1,7755
16071,1,7756
16072,1,7757
16073,1,7758
16074,1,7759
16075,1,7760
16076,1,7761
16104,1,7789
16140,1,7825
16141,1,7826
16142,1,7827
16143,1,7828
16144,1,7829
16145,1,7830
16146,1,7831
16154,1,7839
16155,1,7840
16156,1,7841
16157,1,7842
16158,1,7843
16159,1,7844
16160,1,7845
16164,1,7849
16177,1,7862
16225,1,7910
16301,1,7986
16302,1,7987
16305,1,7990
16323,1,8008
16324,1,8009
16325,1,8010
16326,1,8011
16327,1,8012
16328,1,8013
16329,1,8014
16330,1,8015
16331,1,8016
16332,1,8017
16333,1,8018
16334,1,8019
16335,1,8020
16336,1,8021
16337,1,8022
16338,1,8023
16339,1,8024
16340,1,8025
16385,1,8070
16386,1,8071
16387,1,8072
16388,1,8073
16389,1,8074
16390,1,8075
16391,1,8076
16392,1,8077
16393,1,8078
16394,1,8079
16396,1,8081
16397,1,8082
16398,1,8083
16399,1,8084
16400,1,8085
16405,1,8090
16406,1,8091
16407,1,8092
16408,1,8093
16410,1,8095
16411,1,8096
16418,1,8103
16422,1,8107
16635,1,8320
16636,1,8321
16637,1,8322
16638,1,8323
16639,1,8324
16640,1,8325
16656,1,8341
16678,1,8363
16679,1,8364
16680,1,8365
16681,1,8366
16682,1,8367
16683,1,8368
16684,1,8369
16685,1,8370
16686,1,8371
16687,1,8372
16688,1,8373
16689,1,8374
16690,1,8375
16691,1,8376
16692,1,8377
16693,1,8378
16695,1,8380
16697,1,8382
16699,1,8384
16701,1,8386
16702,1,8387
16706,1,8391
16707,1,8392
16839,1,8524
16840,1,8525
16841,1,8526
16842,1,8527
16843,1,8528
16844,1,8529
16847,1,8532
16848,1,8533
16849,1,8534
16853,1,8538
16855,1,8540
16856,1,8541
16857,1,8542
16859,1,8544
16866,1,8551
16868,1,8553
16871,1,8556
16912,1,8597
16939,1,8624
35005,1,12025
36021,1,12026
36035,1,12027
36056,1,12028
36065,1,12029
36079,1,12030
36084,1,12031
36089,1,12032
36096,1,12033
36105,1,12034
36130,1,12035
36162,1,12036
36173,1,12037
36190,1,12038
36192,1,12039
36195,1,12040
36198,1,12041
36207,1,12042
36208,1,12043
36218,1,12044
36238,1,12045
36255,1,12046
36258,1,12047
37620,1,12048
37938,1,12049
37987,1,12050
38042,1,12051
38043,1,12052
38045,1,12053
38059,1,12054
38060,1,12055
38061,1,12056
38062,1,12057
38063,1,12058
38078,1,12059
38125,1,12060
38126,1,12061
38150,1,12062
38153,1,12063
38174,1,12064
38255,1,12065
38266,1,12066
38268,1,12067
38270,1,12068
38271,1,12069
38314,1,12070
38317,1,12071
38367,1,12072
38410,1,12073
38450,1,12074
38451,1,12075
38454,1,12076
38463,1,12077
38466,1,12078
38467,1,12079
38468,1,12080
38508,1,12081
38546,1,12082
38573,1,12083
38632,1,12084
38634,1,12085
38635,1,12086
38640,1,12087
38650,1,12088
38655,1,12089
38657,1,12090
38668,1,12091
38673,1,12092
38674,1,12093
38692,1,12094
38702,1,12095
38705,1,12096
38756,1,12128
38758,1,12130
38809,1,12181
38810,1,12182
38811,1,12183
38812,1,12184
38813,1,12185
38814,1,12186
38815,1,12187
38828,1,12200
38829,1,12201
38831,1,12203
38832,1,12204
38833,1,12205
38834,1,12206
38835,1,12207
38848,1,12220
38849,1,12221
38850,1,12222
38851,1,12223
38852,1,12224
38853,1,12225
38854,1,12226
38861,1,12233
38913,1,12285
38914,1,12286
38915,1,12287
38916,1,12288
38917,1,12289
38918,1,12290
38964,1,12336
39044,1,12416
39045,1,12417
39046,1,12418
39047,1,12419
39048,1,12420
39049,1,12421
39050,1,12422
39051,1,12423
39052,1,12424
39114,1,12486
39115,1,12487
39116,1,12488
39117,1,12489
39118,1,12490
39119,1,12491
39120,1,12492
39128,1,12500
39129,1,12501
39130,1,12502
39133,1,12505
39134,1,12506
39163,1,12535
39224,1,12596
39249,1,12621
39275,1,12647
39277,1,12649
39296,1,12668
39297,1,12669
39298,1,12670
39299,1,12671
39300,1,12672
39301,1,12673
39302,1,12674
39303,1,12675
39304,1,12676
39305,1,12677
39306,1,12678
39307,1,12679
39308,1,12680
39309,1,12681
39310,1,12682
39311,1,12683
39312,1,12684
39313,1,12685
39357,1,12729
39358,1,12730
39359,1,12731
39360,1,12732
39361,1,12733
39362,1,12734
39363,1,12735
39364,1,12736
39365,1,12737
39366,1,12738
39367,1,12739
39368,1,12740
39369,1,12741
39370,1,12742
39371,1,12743
39379,1,12751
39384,1,12756
39385,1,12757
39386,1,12758
39387,1,12759
39388,1,12760
39389,1,12761
39390,1,12762
39391,1,12763
39392,1,12764
39393,1,12765
39394,1,12766
39395,1,12767
39396,1,12768
39398,1,12770
39403,1,12775
39405,1,12777
39406,1,12778
39407,1,12779
39408,1,12780
39409,1,12781
39418,1,12790
39421,1,12793
39425,1,12797
39486,1,12858
39488,1,12860
39516,1,12888
39584,1,12956
39585,1,12957
39588,1,12960
39590,1,12962
39593,1,12965
39594,1,12966
39595,1,12967
39597,1,12969
39598,1,12970
39600,1,12972
39601,1,12973
39602,1,12974
39641,1,13013
39642,1,13014
39643,1,13015
39644,1,13016
39647,1,13019
39648,1,13020
39650,1,13022
39651,1,13023
39653,1,13025
39654,1,13026
39656,1,13028
39657,1,13029
39658,1,13030
39663,1,13035
39664,1,13036
39666,1,13038
39670,1,13042
39673,1,13045
39702,1,13074
40599,1,13375
41646,1,13376
41674,1,13377
41738,1,13378
42597,1,13379
42600,1,13380
42603,1,13381
42627,1,13382
42643,1,13383
42665,1,13384
43104,1,13385
43137,1,13386
43796,1,13387
43797,1,13388
43799,1,13389
43801,1,13390
43803,1,13391
43805,1,13392
43806,1,13393
43808,1,13394
43814,1,13395
43818,1,13396
43822,1,13397
43823,1,13398
43828,1,13399
43847,1,13400
44472,1,13401
44475,1,13402
44476,1,13403
44477,1,13404
44478,1,13405
44479,1,13406
44495,1,13407
44496,1,13408
44497,1,13409
44498,1,13410
44499,1,13411
44500,1,13412
44502,1,13413
44503,1,13414
44504,1,13415
44505,1,13416
44507,1,13417
44508,1,13418
44509,1,13419
44510,1,13420
44511,1,13421
44525,1,13422
44528,1,13423
44530,1,13424
44537,1,13425
44541,1,13426
44542,1,13427
44543,1,13428
44544,1,13429
44546,1,13430
44547,1,13431
44548,1,13432
44549,1,13433
44551,1,13434
44554,1,13435
44556,1,13436
44558,1,13437
44559,1,13438
44560,1,13439
44561,1,13440
44562,1,13441
44583,1,13442
44587,1,13443
44591,1,13444
44592,1,13445
44593,1,13446
44594,1,13447
44595,1,13448
44596,1,13449
44602,1,13450
44603,1,13451
44608,1,13452
44612,1,13453
44613,1,13454
44626,1,13455
44633,1,13456
44639,1,13457
44640,1,13458
44642,1,13459
44654,1,13460
44661,1,13461
44666,1,13462
44676,1,13463
44679,1,13464
44681,1,13465
44683,1,13466
44685,1,13467
44694,1,13468
44697,1,13469
44705,1,13470
44706,1,13471
