-20.,120.,0.,3000.,-3000.,8000.
-20.,120.,-150.,3000.,-3000.,8000.
-20.,120.,300.,3000.,-3000.,8000.
-20.,120.,-400.,3000.,-3000.,8000.
-20.,120.,500.,3000.,-3000.,8000.
50.,-80.,0.,3000.,-3000.,8000.
50.,-80.,-150.,3000.,-3000.,8000.
50.,-80.,300.,3000.,-3000.,8000.
50.,-80.,-400.,3000.,-3000.,8000.
50.,-80.,500.,3000.,-3000.,8000.
50.,120.,0.,3000.,-3000.,8000.
50.,120.,-150.,3000.,-3000.,8000.
50.,120.,300.,3000.,-3000.,8000.
50.,120.,-400.,3000.,-3000.,8000.
50.,120.,500.,3000.,-3000.,8000.
90.,-40.,0.,3000.,-3000.,8000.
90.,-40.,-150.,3000.,-3000.,8000.
90.,-40.,300.,3000.,-3000.,8000.
90.,-40.,-400.,3000.,-3000.,8000.
90.,-40.,500.,3000.,-3000.,8000.
90.,-80.,0.,3000.,-3000.,8000.
90.,-80.,-150.,3000.,-3000.,8000.
90.,-80.,300.,3000.,-3000.,8000.
90.,-80.,-400.,3000.,-3000.,8000.
90.,-80.,500.,3000.,-3000.,8000.
90.,120.,0.,-1500.,-3000.,8000.
90.,120.,0.,-2000.,-3000.,8000.
90.,120.,0.,3000.,1600.,8000.
90.,120.,0.,3000.,2000.,8000.
90.,120.,0.,3000.,-3000.,-5000.
90.,120.,0.,3000.,-3000.,8000.
90.,120.,-150.,-1500.,-3000.,8000.
90.,120.,-150.,-2000.,-3000.,8000.
90.,120.,-150.,3000.,1600.,8000.
90.,120.,-150.,3000.,2000.,8000.
90.,120.,-150.,3000.,-3000.,-5000.
90.,120.,-150.,3000.,-3000.,8000.
90.,120.,300.,-1500.,-3000.,8000.
90.,120.,300.,-2000.,-3000.,8000.
90.,120.,300.,3000.,1600.,8000.
90.,120.,300.,3000.,2000.,8000.
90.,120.,300.,3000.,-3000.,-5000.
90.,120.,300.,3000.,-3000.,8000.
90.,120.,-400.,-1500.,-3000.,8000.
90.,120.,-400.,-2000.,-3000.,8000.
90.,120.,-400.,3000.,1600.,8000.
90.,120.,-400.,3000.,2000.,8000.
90.,120.,-400.,3000.,-3000.,-5000.
90.,120.,-400.,3000.,-3000.,8000.
90.,120.,500.,-1500.,-3000.,8000.
90.,120.,500.,-2000.,-3000.,8000.
90.,120.,500.,3000.,1600.,8000.
90.,120.,500.,3000.,2000.,8000.
90.,120.,500.,3000.,-3000.,-5000.
90.,120.,500.,3000.,-3000.,8000.
-130.,0.,0.,3000.,-3000.,8000.
-130.,0.,-150.,3000.,-3000.,8000.
-130.,0.,300.,3000.,-3000.,8000.
-130.,0.,-400.,3000.,-3000.,8000.
-130.,0.,500.,3000.,-3000.,8000.
-130.,20.,0.,3000.,-3000.,8000.
-130.,20.,-150.,3000.,-3000.,8000.
-130.,20.,300.,3000.,-3000.,8000.
-130.,20.,-400.,3000.,-3000.,8000.
-130.,20.,500.,3000.,-3000.,8000.
-130.,-40.,0.,3000.,-3000.,8000.
-130.,-40.,-150.,3000.,-3000.,8000.
-130.,-40.,300.,3000.,-3000.,8000.
-130.,-40.,-400.,3000.,-3000.,8000.
-130.,-40.,500.,3000.,-3000.,8000.
-130.,-80.,0.,-1500.,-3000.,8000.
-130.,-80.,0.,-2000.,-3000.,8000.
-130.,-80.,0.,3000.,1600.,8000.
-130.,-80.,0.,3000.,2000.,8000.
-130.,-80.,0.,3000.,-3000.,-5000.
-130.,-80.,0.,3000.,-3000.,8000.
-130.,-80.,-150.,-1500.,-3000.,8000.
-130.,-80.,-150.,-2000.,-3000.,8000.
-130.,-80.,-150.,3000.,1600.,8000.
-130.,-80.,-150.,3000.,2000.,8000.
-130.,-80.,-150.,3000.,-3000.,-5000.
-130.,-80.,-150.,3000.,-3000.,8000.
-130.,-80.,300.,-1500.,-3000.,8000.
-130.,-80.,300.,-2000.,-3000.,8000.
-130.,-80.,300.,3000.,1600.,8000.
-130.,-80.,300.,3000.,2000.,8000.
-130.,-80.,300.,3000.,-3000.,-5000.
-130.,-80.,300.,3000.,-3000.,8000.
-130.,-80.,-400.,-1500.,-3000.,8000.
-130.,-80.,-400.,-2000.,-3000.,8000.
-130.,-80.,-400.,3000.,1600.,8000.
-130.,-80.,-400.,3000.,2000.,8000.
-130.,-80.,-400.,3000.,-3000.,-5000.
-130.,-80.,-400.,3000.,-3000.,8000.
-130.,-80.,500.,-1500.,-3000.,8000.
-130.,-80.,500.,-2000.,-3000.,8000.
-130.,-80.,500.,3000.,1600.,8000.
-130.,-80.,500.,3000.,2000.,8000.
-130.,-80.,500.,3000.,-3000.,-5000.
-130.,-80.,500.,3000.,-3000.,8000.
-130.,120.,0.,700.,-3000.,8000.
-130.,120.,0.,-1500.,2000.,8000.
-130.,120.,0.,-1500.,-3000.,-5000.
-130.,120.,0.,-1500.,-3000.,8000.
-130.,120.,0.,-2000.,1600.,8000.
-130.,120.,0.,-2000.,2000.,8000.
-130.,120.,0.,-2000.,-3000.,-5000.
-130.,120.,0.,-2000.,-3000.,8000.
-130.,120.,0.,3000.,-800.,8000.
-130.,120.,0.,3000.,1600.,-5000.
-130.,120.,0.,3000.,1600.,8000.
-130.,120.,0.,3000.,2000.,-5000.
-130.,120.,0.,3000.,2000.,8000.
-130.,120.,0.,3000.,-3000.,3000.
-130.,120.,0.,3000.,-3000.,-5000.
-130.,120.,0.,3000.,-3000.,8000.
-130.,120.,-150.,700.,-3000.,8000.
-130.,120.,-150.,-1500.,2000.,8000.
-130.,120.,-150.,-1500.,-3000.,-5000.
-130.,120.,-150.,-1500.,-3000.,8000.
-130.,120.,-150.,-2000.,1600.,8000.
-130.,120.,-150.,-2000.,2000.,8000.
-130.,120.,-150.,-2000.,-3000.,-5000.
-130.,120.,-150.,-2000.,-3000.,8000.
-130.,120.,-150.,3000.,-800.,8000.
-130.,120.,-150.,3000.,1600.,-5000.
-130.,120.,-150.,3000.,1600.,8000.
-130.,120.,-150.,3000.,2000.,-5000.
-130.,120.,-150.,3000.,2000.,8000.
-130.,120.,-150.,3000.,-3000.,3000.
-130.,120.,-150.,3000.,-3000.,-5000.
-130.,120.,-150.,3000.,-3000.,8000.
-130.,120.,300.,700.,-3000.,8000.
-130.,120.,300.,-1500.,2000.,8000.
-130.,120.,300.,-1500.,-3000.,-5000.
-130.,120.,300.,-1500.,-3000.,8000.
-130.,120.,300.,-2000.,1600.,8000.
-130.,120.,300.,-2000.,2000.,8000.
-130.,120.,300.,-2000.,-3000.,-5000.
-130.,120.,300.,-2000.,-3000.,8000.
-130.,120.,300.,3000.,-800.,8000.
-130.,120.,300.,3000.,1600.,-5000.
-130.,120.,300.,3000.,1600.,8000.
-130.,120.,300.,3000.,2000.,-5000.
-130.,120.,300.,3000.,2000.,8000.
-130.,120.,300.,3000.,-3000.,3000.
-130.,120.,300.,3000.,-3000.,-5000.
-130.,120.,300.,3000.,-3000.,8000.
-130.,120.,-400.,700.,-3000.,8000.
-130.,120.,-400.,-1500.,2000.,8000.
-130.,120.,-400.,-1500.,-3000.,-5000.
-130.,120.,-400.,-1500.,-3000.,8000.
-130.,120.,-400.,-2000.,1600.,8000.
-130.,120.,-400.,-2000.,2000.,8000.
