116792,538.0,19273
91253,52.0,19024
91403,100.0,18182
116920,585.0,17869
91410,102.0,17497
91412,103.0,16660
116778,536.0,15798
92948,211.0,15381
91201,41.0,14009
116918,584.0,12468
116751,528.0,11540
124411,924.0,8488
91364,88.0,8039
100470,482.0,7599
116800,542.0,6675
92425,157.0,6391
88558,0.0,6254
125017,932.0,4461
116771,535.0,4381
91272,56.0,4083
90224,8.0,3717
92452,168.0,3638
116758,532.0,3629
115862,508.0,3581
92046,116.0,3538
117701,611.0,3524
91393,95.0,3471
92423,156.0,3432
116729,523.0,3381
118101,653.0,2960
117470,601.0,2809
120858,811.0,2735
96043,370.0,2380
116841,558.0,2338
115834,505.0,2270
91284,59.0,2106
92070,119.0,1921
116769,533.0,1892
91851,109.0,1885
91353,85.0,1687
126098,960.0,1560
116670,519.0,1461
118578,695.0,1206
92415,151.0,1195
95877,362.0,1162
91322,73.0,1082
116863,562.0,1045
91252,51.0,708
115732,500.0,663
116938,591.0,603
121119,835.0,567
92071,120.0,524
126832,1004.0,484
116725,522.0,444
116923,586.0,428
116747,527.0,376
92863,194.0,372
116948,595.0,359
91135,28.0,345
91192,39.0,345
117754,625.0,338
92929,205.0,337
121459,847.0,331
92816,191.0,302
90171,5.0,278
92056,117.0,267
91381,91.0,255
116730,524.0,251
117478,604.0,250
116812,545.0,203
120798,806.0,194
96666,394.0,191
91358,87.0,174
93151,227.0,165
95859,356.0,161
91136,29.0,146
121127,838.0,139
117482,605.0,136
126405,976.0,136
116862,561.0,127
116889,575.0,125
92470,176.0,117
119100,774.0,64
116954,597.0,58
92949,212.0,56
92427,159.0,52
116744,526.0,52
96196,374.0,45
120787,800.0,43
91328,75.0,39
93371,256.0,35
116815,547.0,33
91406,101.0,26
116753,529.0,26
91245,48.0,22
91382,92.0,18
118793,711.0,15
90174,6.0,9
118794,712.0,9
116902,580.0,8
116885,573.0,7
120928,822.0,6
94560,288.0,5
96656,393.0,5
91251,50.0,4
116794,539.0,3
115861,507.0,3
116655,516.0,2
91258,53.0,1
92077,124.0,1
91113,26.0,1
116816,548.0,1
93174,235.0,1
91298,67.0,1
96044,371.0,1
