60655,1,14550
60803,1,14558
61102,1,14571
61138,1,14577
62172,1,14679
62213,1,14690
62215,1,14691
62216,1,14692
62219,1,14694
62225,1,14697
62231,1,14699
62261,1,14703
62313,1,14718
62370,1,14750
62526,1,14774
62527,1,14775
62529,1,14777
62703,1,14812
62707,1,14813
62723,1,14822
63304,1,14888
63668,1,15030
63690,1,15043
63692,1,15045
63696,1,15048
63700,1,15049
63704,1,15052
63708,1,15053
63715,1,15056
63716,1,15057
63721,1,15059
63725,1,15060
63730,1,15061
63731,1,15062
63733,1,15063
63734,1,15064
63735,1,15065
63737,1,15066
63749,1,15068
63755,1,15070
63756,1,15071
63757,1,15072
63760,1,15073
63761,1,15074
63764,1,15075
63775,1,15080
63777,1,15081
63779,1,15082
63780,1,15083
63781,1,15084
63783,1,15085
63786,1,15086
63789,1,15087
63790,1,15088
63792,1,15089
63796,1,15091
63800,1,15092
63802,1,15093
63819,1,15096
63822,1,15097
63823,1,15098
63827,1,15099
63829,1,15100
63834,1,15101
63837,1,15102
63838,1,15103
63839,1,15104
63840,1,15105
63844,1,15106
63851,1,15107
63852,1,15108
63853,1,15109
63854,1,15110
63855,1,15111
63859,1,15112
63862,1,15113
63864,1,15114
63867,1,15115
63868,1,15116
63869,1,15117
63872,1,15118
63873,1,15119
63875,1,15120
63878,1,15121
63879,1,15122
63880,1,15123
63882,1,15124
63886,1,15125
63887,1,15126
63888,1,15127
63891,1,15129
63899,1,15132
63901,1,15134
63902,1,15135
63903,1,15136
63904,1,15137
63905,1,15138
63906,1,15139
63909,1,15142
63910,1,15143
63914,1,15144
63917,1,15145
63918,1,15146
63924,1,15148
63925,1,15149
63926,1,15150
63927,1,15151
63928,1,15152
63929,1,15153
63942,1,15158
63943,1,15159
63949,1,15161
63957,1,15162
63968,1,15164
63970,1,15165
63973,1,15167
63975,1,15168
63976,1,15169
63977,1,15170
63979,1,15171
63983,1,15172
63985,1,15173
63991,1,15175
63996,1,15177
64033,1,15182
64034,1,15183
64040,1,15187
64041,1,15188
64048,1,15190
64072,1,15191
64135,1,15197
64165,1,15202
64168,1,15204
64177,1,15209
64203,1,15220
64207,1,15223
64227,1,15228
64229,1,15229
64230,1,15230
64296,1,15235
64502,1,15281
64796,1,15319
64797,1,15320
64798,1,15321
64799,1,15322
64802,1,15323
64803,1,15324
64906,1,15343
64908,1,15345
64909,1,15346
64911,1,15347
64926,1,15350
64956,1,15351
64961,1,15353
64963,1,15354
65051,1,15359
65202,1,15371
65394,1,15394
65423,1,15401
65435,1,15408
65452,1,15414
65455,1,15415
65708,1,15483
65712,1,15484
65756,1,15488
65759,1,15489
65760,1,15490
65763,1,15491
65767,1,15492
65771,1,15494
65772,1,15495
65773,1,15496
65776,1,15497
65780,1,15500
65830,1,15505
65836,1,15507
65841,1,15508
