28683,1,1178
28729,1,1195
28733,1,1196
79664,1,8905
80786,1,9120
83929,1,9717
27307,2,913
27676,2,1022
76893,2,8655
81148,2,9174
94720,3,11675
95040,3,11716
100345,3,12572
118264,3,15509
118267,3,15512
124663,3,16619
92393,4,11148
95759,4,11882
118049,4,15400
121643,4,16200
35985,5,2248
39000,5,2548
39105,5,2597
41499,5,3184
49831,5,4377
52759,5,4624
52918,5,4664
41542,6,3204
43256,6,3452
55453,6,5118
55580,6,5154
63352,7,6514
65956,7,7010
66196,7,7019
103403,7,12858
107463,7,13803
107581,7,13815
62322,8,6432
67238,8,7227
103378,8,12851
104923,8,13228
